time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),windspeed_10m_max (m/s)
2023-09-12,61,30.2,25.2,27.0,4.5,10,2.19
2023-09-13,53,31.1,25.4,27.4,1.9,8,1.8
2023-09-14,63,30.4,25.3,27.1,8.0,13,2.0
2023-09-15,63,28.7,24.6,25.9,20.7,23,1.63
2023-09-16,63,29.5,24.5,26.3,14.8,18,1.55
2023-09-17,61,32.5,24.1,27.3,3.9,5,1.5
2023-09-18,61,32.8,24.8,28.2,5.1,5,1.17
2023-09-19,53,34.0,25.1,28.5,1.1,6,1.43
2023-09-20,51,33.3,24.8,28.6,0.7,7,1.9
2023-09-21,51,34.6,25.5,29.4,1.5,7,1.36
2023-09-22,63,32.9,26.3,28.3,14.5,17,1.52
2023-09-23,53,33.8,25.1,28.8,1.7,10,2.14
2023-09-24,51,34.2,25.5,28.9,0.6,4,2.38
2023-09-25,51,33.5,25.8,29.0,0.5,3,2.95
2023-09-26,51,34.2,24.8,29.0,0.5,5,3.14
2023-09-27,51,34.5,25.3,29.0,2.0,13,1.78
2023-09-28,63,33.9,25.8,28.5,4.9,9,1.57
2023-09-29,55,33.7,25.3,28.6,3.1,9,1.3
2023-09-30,61,33.5,25.2,28.5,1.9,5,2.06
2023-10-01,61,34.6,25.2,28.8,4.6,19,1.6
2023-10-02,61,32.2,26.1,27.8,9.7,17,2.26
2023-10-03,51,33.0,25.8,28.4,0.4,4,2.66
2023-10-04,1,32.7,24.8,28.7,0.0,0,3.65
2023-10-05,3,29.1,25.2,26.8,0.0,0,6.61
2023-10-06,61,26.6,22.0,24.7,6.5,13,4.27
2023-10-07,61,22.4,19.6,20.5,21.7,24,5.89
2023-10-08,63,22.0,19.6,20.4,45.5,24,5.2
2023-10-09,61,23.7,20.4,21.5,16.7,22,4.83
2023-10-10,55,24.9,21.1,22.5,2.0,7,3.82
2023-10-11,3,26.0,20.5,22.7,0.0,0,3.67
2023-10-12,3,27.4,20.4,23.8,0.0,0,2.69
2023-10-13,3,27.2,21.9,24.3,0.0,0,2.8
2023-10-14,3,29.0,20.6,24.3,0.0,0,2.6
2023-10-15,2,29.2,20.8,24.4,0.0,0,3.13
2023-10-16,3,29.9,18.6,23.4,0.0,0,3.02
2023-10-17,2,28.4,19.2,23.1,0.0,0,3.23
2023-10-18,51,27.2,21.0,23.7,0.7,6,3.32
2023-10-19,61,25.0,22.0,23.4,11.3,14,1.73
2023-10-20,51,25.6,20.6,23.4,1.9,10,4.57
2023-10-21,53,21.8,17.3,18.9,2.1,11,3.77
2023-10-22,3,24.2,17.9,20.6,0.0,0,2.79
2023-10-23,51,28.7,20.1,23.6,0.8,6,2.15
2023-10-24,51,31.5,21.4,25.6,0.4,4,1.66
2023-10-25,51,31.8,22.1,26.0,0.3,3,1.49
2023-10-26,51,30.8,22.5,25.9,1.2,9,1.64
2023-10-27,63,26.6,23.4,24.4,10.3,22,1.28
2023-10-28,61,26.5,22.5,23.9,12.5,19,1.36
2023-10-29,51,26.5,21.8,23.7,1.1,7,2.12
2023-10-30,3,28.2,20.2,23.8,0.0,0,3.31
2023-10-31,2,28.8,18.0,22.6,0.0,0,2.92
2023-11-01,2,29.5,16.5,22.4,0.0,0,1.36
2023-11-02,2,29.2,17.3,22.9,0.0,0,1.9
2023-11-03,51,29.8,18.7,23.6,0.3,2,2.12
2023-11-04,2,30.6,19.7,24.3,0.0,0,1.3
2023-11-05,3,30.7,20.3,24.5,0.0,0,2.83
2023-11-06,1,29.2,20.7,24.2,0.0,0,4.56
2023-11-07,2,28.5,20.6,23.8,0.0,0,2.69
2023-11-08,3,26.8,20.3,23.4,0.0,0,1.36
2023-11-09,3,29.0,20.7,24.2,0.0,0,2.46
2023-11-10,51,29.5,21.3,25.0,0.8,7,1.48
2023-11-11,53,24.3,20.6,22.8,2.4,9,2.56
2023-11-12,3,21.7,17.3,19.4,0.0,0,5.55
2023-11-13,2,20.2,14.7,16.9,0.0,0,4.49
2023-11-14,3,17.6,13.8,15.3,0.0,0,3.29
2023-11-15,3,25.7,13.5,18.8,0.0,0,2.33
2023-11-16,51,19.6,13.0,16.7,1.3,6,6.26
2023-11-17,1,20.2,11.7,15.2,0.0,0,5.52
2023-11-18,1,21.8,9.4,14.9,0.0,0,3.89
2023-11-19,2,23.1,10.7,15.7,0.0,0,1.75
2023-11-20,1,25.3,10.9,17.1,0.0,0,1.55
2023-11-21,0,26.1,10.3,17.4,0.0,0,1.7
2023-11-22,1,26.2,11.8,18.4,0.0,0,1.94
2023-11-23,1,27.3,13.6,19.4,0.0,0,2.66
2023-11-24,3,27.0,14.6,20.0,0.0,0,3.12
2023-11-25,3,25.9,15.0,19.2,0.0,0,2.56
2023-11-26,0,25.5,12.6,18.3,0.0,0,3.1
2023-11-27,0,25.9,14.1,19.2,0.0,0,3.07
2023-11-28,2,27.0,14.6,19.2,0.0,0,2.4
2023-11-29,3,25.3,16.9,20.5,0.0,0,1.86
2023-11-30,3,23.3,17.5,20.4,0.0,0,4.47
2023-12-01,2,18.4,14.6,16.2,0.0,0,5.06
2023-12-02,3,21.5,13.4,16.9,0.0,0,3.07
2023-12-03,51,22.6,14.6,17.6,0.1,1,2.58
2023-12-04,3,19.4,15.6,17.4,0.0,0,2.9
2023-12-05,3,22.7,14.8,17.8,0.0,0,2.56
2023-12-06,51,20.5,14.4,17.3,0.9,3,3.55
2023-12-07,1,24.5,11.1,15.8,0.0,0,3.22
2023-12-08,3,26.2,8.3,16.6,0.0,0,2.25
2023-12-09,3,27.0,15.8,20.8,0.0,0,2.42
2023-12-10,3,30.4,17.4,23.1,0.0,0,3.1
2023-12-11,51,29.4,19.8,23.7,0.7,4,1.84
2023-12-12,3,24.0,17.6,20.6,0.0,0,4.62
2023-12-13,3,24.7,16.5,20.2,0.0,0,2.24
2023-12-14,3,27.8,17.8,22.3,0.0,0,2.8
2023-12-15,51,29.4,19.8,24.1,1.0,7,2.28
2023-12-16,61,19.4,8.2,11.4,2.1,5,7.18
2023-12-17,3,9.8,6.2,8.1,0.0,0,5.65
2023-12-18,3,18.8,8.9,12.9,0.0,0,3.13
2023-12-19,3,14.2,8.7,10.5,0.0,0,4.88
2023-12-20,3,11.1,6.5,8.3,0.0,0,5.6
2023-12-21,3,8.8,6.4,7.6,0.0,0,5.69
2023-12-22,2,11.0,3.2,7.0,0.0,0,5.5
2023-12-23,3,9.2,5.7,7.3,0.0,0,4.18
2023-12-24,1,15.6,4.3,9.2,0.0,0,4.59
2023-12-25,1,17.9,5.1,10.2,0.0,0,3.41
2023-12-26,1,20.6,4.6,11.7,0.0,0,1.94
2023-12-27,3,23.2,8.4,15.1,0.0,0,1.91
2023-12-28,2,25.3,11.7,17.1,0.0,0,2.48
2023-12-29,2,26.2,12.3,17.7,0.0,0,2.13
2023-12-30,51,23.3,14.7,18.3,0.2,2,2.33
2023-12-31,51,26.6,15.2,20.2,0.2,2,2.92
2024-01-01,3,24.9,15.7,19.8,0.0,0,2.25
